team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2022,CHI,CHI,Team Level,5on4,81,0.79,0.83,0.8,22464.0,299.81,34.88,26.72,64.12,9.55,181.12,96.63,33.2,34.88,33.2,306.0,107.0,139.0,552.0,32.0,24.0,5.0,53.0,6.0,159.0,139.0,274.0,381.0,18.0,38.0,231.0,22.0,20.0,68.0,304.0,61.0,48.0,7.88,7.42,19.57,6.0,5.0,21.0,552.0,413.0,413.0,5.0,6.89,4.6,4.6,37.17,37.17,35.67,75.22,9.16,4.08,10.96,2.35,23.69,50.78,9.06,9.16,9.06,72.0,29.0,15.0,116.0,7.0,6.0,1.0,6.0,1.0,14.0,67.0,65.0,94.0,10.0,20.0,151.0,66.0,58.0,27.0,61.0,26.0,14.0,1.92,3.46,3.77,0.0,5.0,2.0,116.0,101.0,101.0,27.0,0.93,1.32,1.32,8.77,8.77,8.75
WSH,2022,WSH,WSH,Team Level,other,81,0.49,0.52,0.53,11407.0,164.94,35.47,10.95,29.34,5.32,85.66,56.26,32.45,35.47,32.45,158.0,65.0,71.0,294.0,35.0,10.0,3.0,23.0,6.0,82.0,67.0,123.0,188.0,9.0,18.0,118.0,35.0,17.0,26.0,118.0,59.0,46.0,4.33,7.32,23.82,6.0,9.0,20.0,294.0,223.0,223.0,11.0,3.12,4.31,4.31,34.28,34.28,32.31,140.62,37.37,9.0,23.63,4.53,70.12,51.41,34.8,37.37,34.8,140.0,57.0,78.0,275.0,34.0,8.0,2.0,18.0,3.0,72.0,62.0,106.0,163.0,11.0,22.0,134.0,22.0,18.0,36.0,104.0,41.0,52.0,3.87,5.08,28.43,1.0,4.0,29.0,275.0,197.0,197.0,17.0,2.53,2.45,2.28,37.56,37.56,35.74
WSH,2022,WSH,WSH,Team Level,all,81,0.49,0.5,0.5,294764.0,2576.22,256.06,176.21,601.01,86.03,1391.4,1025.29,242.44,256.13,242.61,2518.0,1018.0,1275.0,4811.0,249.0,257.0,35.0,526.0,72.0,1163.0,1270.0,2269.0,3287.0,282.0,644.0,2290.0,1999.0,577.0,771.0,2532.0,734.0,270.0,73.63,89.21,93.21,78.0,86.0,85.0,4796.2,3536.0,3529.08,400.0,39.02,52.38,52.84,242.25,242.47,235.18,2562.96,262.77,175.3,591.71,84.72,1407.18,1031.39,250.91,263.69,251.83,2515.0,1039.0,1255.0,4809.0,256.0,207.0,40.0,571.0,64.0,1133.0,1323.0,2259.0,3298.0,300.0,671.0,2330.0,1826.0,631.0,709.0,2527.0,764.0,263.0,75.3,93.3,94.16,82.0,83.0,91.0,4839.24,3554.0,3573.78,370.0,38.43,46.55,46.55,254.59,255.52,248.71
WSH,2022,WSH,WSH,Team Level,5on5,81,0.5,0.5,0.5,239240.0,2023.45,176.3,132.21,491.16,67.26,1085.03,823.03,168.96,176.37,169.13,1984.0,791.0,1026.0,3801.0,170.0,203.0,26.0,440.0,57.0,880.0,1026.0,1814.0,2605.0,257.0,594.0,1807.0,1871.0,501.0,655.0,2022.0,582.0,171.0,59.1,71.0,46.2,65.0,67.0,38.0,3786.2,2775.0,2768.08,364.0,27.43,40.05,40.76,162.96,163.17,160.19,2027.97,176.58,132.92,490.43,67.12,1113.97,828.98,171.06,177.51,171.98,1976.0,834.0,993.0,3803.0,179.0,159.0,26.0,476.0,51.0,864.0,1081.0,1797.0,2631.0,263.0,599.0,1773.0,1727.0,543.0,579.0,2066.0,590.0,154.0,61.77,72.26,42.56,74.0,69.0,36.0,3833.24,2810.0,2829.78,315.0,27.45,32.63,32.79,171.24,172.17,169.39
WSH,2022,WSH,WSH,Team Level,4on5,81,0.12,0.13,0.15,21185.0,57.78,5.78,2.97,8.47,2.08,19.31,41.38,5.49,5.78,5.49,67.0,13.0,18.0,98.0,2.0,7.0,0.0,8.0,0.0,11.0,52.0,65.0,78.0,7.0,14.0,165.0,56.0,32.0,29.0,57.0,16.0,7.0,1.64,2.07,2.08,1.0,1.0,0.0,98.0,80.0,80.0,19.0,0.68,1.59,1.59,4.87,4.87,4.82,331.53,43.1,30.33,69.39,11.26,203.32,106.61,39.35,43.1,39.35,328.0,136.0,174.0,638.0,36.0,40.0,12.0,71.0,9.0,178.0,130.0,292.0,428.0,21.0,40.0,214.0,21.0,17.0,61.0,298.0,115.0,51.0,7.97,13.56,21.57,6.0,6.0,24.0,638.0,464.0,464.0,10.0,7.74,11.47,11.47,39.38,39.38,37.18
WSH,2022,WSH,WSH,Team Level,5on4,81,0.87,0.87,0.85,22932.0,330.05,38.52,30.09,72.04,11.37,201.39,104.61,35.55,38.52,35.55,309.0,149.0,160.0,618.0,42.0,37.0,6.0,55.0,9.0,190.0,125.0,267.0,416.0,9.0,18.0,200.0,37.0,27.0,61.0,335.0,77.0,46.0,8.57,8.83,21.12,6.0,9.0,27.0,618.0,458.0,458.0,6.0,7.79,6.43,6.17,40.14,40.14,37.86,62.85,5.72,3.04,8.27,1.8,19.78,44.39,5.7,5.72,5.7,71.0,12.0,10.0,93.0,7.0,0.0,0.0,6.0,1.0,19.0,50.0,64.0,76.0,5.0,10.0,209.0,56.0,53.0,33.0,59.0,18.0,6.0,1.7,2.41,1.61,1.0,4.0,2.0,93.0,83.0,83.0,28.0,0.7,0.0,0.0,6.42,6.42,6.4
SEA,2022,SEA,SEA,Team Level,other,81,0.48,0.48,0.48,7997.0,104.86,27.29,7.48,18.6,3.67,55.71,35.26,26.09,27.29,26.09,105.0,43.0,48.0,196.0,32.0,8.0,1.0,14.0,3.0,52.0,39.0,73.0,116.0,5.0,10.0,81.0,31.0,20.0,9.0,86.0,21.0,41.0,2.84,2.89,21.57,5.0,7.0,20.0,196.0,148.0,148.0,5.0,2.19,2.24,2.24,27.25,27.25,26.17,116.35,29.45,8.57,19.23,3.81,62.81,35.12,26.36,29.45,26.36,107.0,52.0,52.0,211.0,32.0,13.0,5.0,14.0,5.0,56.0,39.0,75.0,127.0,3.0,6.0,101.0,35.0,22.0,13.0,72.0,42.0,45.0,2.86,5.42,21.17,2.0,10.0,20.0,211.0,159.0,159.0,0.0,2.51,5.4,5.4,26.56,26.56,25.26
SEA,2022,SEA,SEA,Team Level,all,81,0.51,0.52,0.52,294339.0,2511.45,251.69,175.02,583.9,84.59,1397.26,1013.53,242.02,253.63,243.91,2467.0,1039.0,1161.0,4667.0,288.0,209.0,34.0,490.0,89.0,1105.0,1325.0,2179.0,3218.0,276.0,626.0,2017.0,1782.0,776.0,549.0,2562.0,692.0,252.0,74.79,86.42,90.48,103.0,104.0,81.0,4715.46,3506.0,3539.96,277.0,38.45,42.54,42.54,247.6,249.56,243.02,2311.34,240.36,166.22,530.9,77.42,1276.08,909.03,228.79,240.7,229.1,2198.0,1002.0,1112.0,4312.0,249.0,211.0,40.0,424.0,73.0,1083.0,1160.0,1949.0,2951.0,282.0,646.0,2435.0,1789.0,641.0,632.0,2239.0,705.0,256.0,65.09,88.29,86.97,64.0,95.0,90.0,4299.5,3200.0,3194.1,320.0,36.98,44.07,44.15,233.18,233.46,227.2
SEA,2022,SEA,SEA,Team Level,5on5,81,0.52,0.53,0.53,240831.0,2039.57,173.98,135.93,490.71,68.45,1133.15,844.79,169.17,175.91,171.06,1997.0,850.0,936.0,3783.0,208.0,160.0,26.0,416.0,70.0,881.0,1112.0,1789.0,2639.0,258.0,587.0,1600.0,1622.0,650.0,481.0,2126.0,579.0,142.0,62.8,72.13,39.04,88.0,88.0,32.0,3831.46,2847.0,2880.96,251.0,28.05,29.8,30.14,171.89,173.84,171.25,1807.69,162.41,123.49,433.1,60.33,990.61,730.06,156.55,162.75,156.85,1711.0,789.0,915.0,3415.0,161.0,161.0,26.0,341.0,59.0,851.0,927.0,1550.0,2339.0,253.0,582.0,1895.0,1659.0,534.0,548.0,1791.0,559.0,150.0,52.11,70.15,40.13,50.0,71.0,40.0,3402.5,2500.0,2494.1,293.0,25.65,30.48,30.55,157.51,157.78,155.09
SEA,2022,SEA,SEA,Team Level,4on5,81,0.11,0.11,0.12,22510.0,47.19,5.22,2.64,6.73,1.65,15.23,31.53,5.19,5.22,5.19,53.0,10.0,11.0,74.0,5.0,2.0,0.0,3.0,1.0,12.0,40.0,48.0,58.0,4.0,11.0,163.0,108.0,72.0,18.0,40.0,16.0,7.0,1.1,2.21,1.92,3.0,2.0,0.0,74.0,63.0,63.0,16.0,0.6,0.48,0.48,5.34,5.34,5.32,333.88,43.55,31.25,70.48,11.51,204.55,105.67,41.04,43.55,41.04,324.0,143.0,137.0,604.0,49.0,36.0,9.0,64.0,8.0,162.0,148.0,275.0,418.0,19.0,41.0,223.0,30.0,20.0,44.0,323.0,89.0,55.0,8.72,10.86,23.98,9.0,12.0,28.0,604.0,467.0,467.0,3.0,8.15,7.9,7.9,43.81,43.81,41.58
SEA,2022,SEA,SEA,Team Level,5on4,81,0.9,0.88,0.86,23001.0,319.84,45.2,28.98,67.88,10.81,193.18,101.95,41.57,45.2,41.57,312.0,136.0,166.0,614.0,43.0,39.0,7.0,57.0,15.0,160.0,134.0,269.0,405.0,9.0,18.0,173.0,21.0,34.0,41.0,310.0,76.0,62.0,8.05,9.19,27.96,7.0,7.0,29.0,614.0,448.0,448.0,5.0,7.61,10.02,9.68,43.13,43.13,40.29,53.42,4.94,2.92,8.09,1.77,18.1,38.18,4.85,4.94,4.85,56.0,18.0,8.0,82.0,7.0,1.0,0.0,5.0,1.0,14.0,46.0,49.0,67.0,7.0,17.0,216.0,65.0,65.0,27.0,53.0,15.0,6.0,1.4,1.86,1.69,3.0,2.0,2.0,82.0,74.0,74.0,24.0,0.67,0.31,0.31,5.31,5.31,5.26
PIT,2022,PIT,PIT,Team Level,other,81,0.53,0.52,0.52,9239.0,145.11,37.14,11.3,25.37,5.16,78.16,43.87,33.9,37.14,33.9,146.0,55.0,57.0,258.0,36.0,17.0,4.0,17.0,6.0,80.0,45.0,110.0,165.0,7.0,17.0,110.0,46.0,17.0,25.0,98.0,52.0,51.0,4.15,6.32,26.67,5.0,10.0,21.0,258.0,201.0,201.0,10.0,3.42,5.39,5.39,35.17,35.17,33.53,135.49,33.42,9.67,22.63,4.17,71.52,43.58,31.52,33.42,31.52,128.0,57.0,52.0,237.0,34.0,9.0,2.0,18.0,0.0,65.0,59.0,94.0,151.0,11.0,25.0,107.0,31.0,25.0,19.0,78.0,62.0,45.0,2.93,7.74,22.75,2.0,10.0,22.0,237.0,185.0,185.0,5.0,2.86,2.52,2.52,33.77,33.77,32.06
PIT,2022,PIT,PIT,Team Level,all,81,0.53,0.52,0.52,294313.0,2778.77,295.89,202.77,641.74,94.65,1519.57,1087.45,279.54,296.73,280.33,2782.0,1061.0,1305.0,5148.0,259.0,313.0,40.0,526.0,85.0,1288.0,1372.0,2523.0,3584.0,287.0,599.0,2444.0,2294.0,671.0,800.0,2655.0,852.0,336.0,77.3,105.91,112.69,76.0,100.0,83.0,5165.35,3843.0,3856.01,384.0,45.11,66.24,66.24,274.7,275.24,267.06,2593.57,263.93,184.05,594.99,85.78,1418.58,1037.68,253.26,264.83,254.16,2653.0,932.0,1211.0,4796.0,260.0,236.0,35.0,476.0,60.0,1223.0,1330.0,2393.0,3325.0,311.0,654.0,2248.0,2102.0,660.0,682.0,2564.0,758.0,263.0,75.3,93.34,95.28,71.0,102.0,87.0,4802.2,3585.0,3589.02,323.0,40.9,51.6,51.75,253.08,253.81,247.69
PIT,2022,PIT,PIT,Team Level,5on5,81,0.53,0.52,0.52,234576.0,2183.07,200.7,150.14,527.94,74.03,1186.91,880.35,192.27,201.53,193.06,2175.0,846.0,1045.0,4066.0,168.0,238.0,23.0,434.0,66.0,1005.0,1110.0,2007.0,2853.0,251.0,524.0,1881.0,2092.0,555.0,662.0,2158.0,653.0,210.0,62.51,81.42,56.77,64.0,69.0,35.0,4083.35,3021.0,3034.01,342.0,31.24,47.38,47.58,184.3,184.84,181.07,1994.06,175.76,134.54,479.8,66.56,1089.53,813.81,169.89,176.67,170.78,2029.0,731.0,965.0,3725.0,172.0,178.0,27.0,369.0,46.0,944.0,1051.0,1857.0,2588.0,264.0,557.0,1708.0,1964.0,542.0,564.0,2028.0,577.0,155.0,60.39,70.7,44.67,61.0,76.0,35.0,3731.2,2760.0,2764.02,290.0,27.88,37.01,37.16,166.49,167.22,164.65
PIT,2022,PIT,PIT,Team Level,4on5,81,0.14,0.12,0.13,24097.0,60.52,7.11,3.4,8.01,1.89,19.15,40.43,6.97,7.11,6.97,70.0,10.0,12.0,92.0,5.0,2.0,1.0,5.0,2.0,12.0,54.0,65.0,75.0,10.0,20.0,194.0,108.0,62.0,25.0,52.0,14.0,14.0,1.16,2.0,3.96,0.0,4.0,1.0,92.0,80.0,80.0,23.0,0.78,0.74,0.74,7.15,7.15,7.12,372.84,43.66,34.75,80.07,12.24,229.94,120.34,41.3,43.66,41.3,399.0,122.0,180.0,701.0,49.0,39.0,6.0,80.0,11.0,196.0,146.0,350.0,472.0,25.0,50.0,245.0,30.0,21.0,70.0,382.0,93.0,46.0,9.27,11.31,23.08,8.0,14.0,27.0,701.0,521.0,521.0,5.0,8.99,9.62,9.62,43.03,43.03,41.33
PIT,2022,PIT,PIT,Team Level,5on4,81,0.82,0.85,0.82,26401.0,390.08,50.95,37.93,80.42,13.56,235.35,122.81,46.4,50.95,46.4,391.0,150.0,191.0,732.0,50.0,56.0,12.0,70.0,11.0,191.0,163.0,341.0,491.0,19.0,38.0,259.0,48.0,37.0,88.0,347.0,133.0,61.0,9.47,16.17,25.29,7.0,17.0,26.0,732.0,541.0,541.0,9.0,9.67,12.73,12.53,48.08,48.08,45.34,91.17,11.08,5.09,12.48,2.81,27.59,59.95,10.56,11.08,10.56,97.0,22.0,14.0,133.0,5.0,10.0,0.0,9.0,3.0,18.0,74.0,92.0,114.0,11.0,22.0,188.0,77.0,72.0,29.0,76.0,26.0,17.0,2.7,3.6,4.78,0.0,2.0,3.0,133.0,119.0,119.0,23.0,1.17,2.45,2.45,9.79,9.79,9.65
PHI,2022,PHI,PHI,Team Level,other,81,0.43,0.46,0.45,10025.0,123.7,26.44,8.57,22.37,4.01,64.64,39.96,25.41,26.44,25.41,123.0,43.0,63.0,229.0,23.0,12.0,2.0,18.0,4.0,52.0,57.0,100.0,143.0,8.0,16.0,92.0,29.0,26.0,15.0,86.0,46.0,34.0,3.26,5.66,17.53,2.0,6.0,15.0,229.0,166.0,166.0,7.0,2.45,3.48,3.48,25.41,25.41,24.98,150.06,35.06,9.87,26.06,4.82,76.71,51.49,32.56,35.06,32.56,154.0,50.0,69.0,273.0,43.0,15.0,3.0,24.0,6.0,63.0,53.0,111.0,161.0,3.0,6.0,133.0,30.0,19.0,23.0,109.0,51.0,44.0,4.4,6.69,23.97,7.0,11.0,25.0,273.0,204.0,204.0,8.0,2.84,5.57,5.57,32.32,32.32,31.05
PHI,2022,PHI,PHI,Team Level,all,81,0.46,0.47,0.48,294590.0,2390.4,227.77,165.83,557.84,79.29,1311.15,961.13,218.83,226.73,217.84,2380.0,923.0,1106.0,4409.0,215.0,210.0,28.0,542.0,88.0,980.0,1268.0,2165.0,3088.0,301.0,719.0,2070.0,2202.0,506.0,596.0,2424.0,632.0,247.0,68.44,77.43,81.89,78.0,66.0,71.0,4364.86,3303.0,3276.97,403.0,36.17,43.42,43.51,220.43,219.21,214.53,2620.12,268.66,185.15,600.9,85.86,1432.37,1040.06,257.08,270.86,259.16,2548.0,1065.0,1387.0,5000.0,272.0,231.0,27.0,555.0,82.0,1194.0,1279.0,2276.0,3341.0,297.0,706.0,2451.0,1840.0,544.0,705.0,2550.0,792.0,271.0,76.67,98.08,93.92,81.0,108.0,83.0,5064.98,3613.0,3652.48,429.0,41.03,49.0,49.0,260.7,262.82,256.49
PHI,2022,PHI,PHI,Team Level,5on5,81,0.47,0.47,0.49,240436.0,1927.4,162.39,129.36,466.83,64.04,1057.58,784.78,157.61,161.36,156.62,1913.0,752.0,887.0,3552.0,149.0,169.0,22.0,466.0,68.0,768.0,1045.0,1764.0,2516.0,272.0,661.0,1618.0,2074.0,406.0,506.0,1997.0,506.0,162.0,56.47,61.94,43.98,64.0,48.0,37.0,3507.86,2665.0,2638.97,364.0,26.73,32.73,32.82,156.3,155.07,152.98,2026.43,179.84,136.76,486.18,66.23,1110.83,824.16,173.25,182.03,175.33,1978.0,826.0,1125.0,3929.0,172.0,170.0,19.0,469.0,55.0,910.0,1028.0,1806.0,2632.0,269.0,648.0,1876.0,1712.0,440.0,585.0,2034.0,604.0,166.0,60.55,74.5,44.8,63.0,79.0,30.0,3993.98,2804.0,2843.48,381.0,28.33,33.87,34.22,173.96,176.08,172.94
PHI,2022,PHI,PHI,Team Level,4on5,81,0.13,0.14,0.15,22310.0,70.56,7.08,3.8,9.82,2.18,22.19,48.93,7.03,7.08,7.03,76.0,18.0,15.0,109.0,11.0,3.0,0.0,4.0,3.0,16.0,57.0,65.0,83.0,7.0,14.0,179.0,66.0,52.0,31.0,65.0,19.0,10.0,1.9,2.45,2.73,2.0,6.0,3.0,109.0,94.0,94.0,29.0,0.87,0.39,0.39,7.56,7.56,7.53,375.04,47.01,35.11,79.1,12.62,223.4,115.76,44.68,47.01,44.68,338.0,175.0,176.0,689.0,52.0,42.0,5.0,58.0,19.0,207.0,135.0,286.0,461.0,15.0,30.0,240.0,26.0,23.0,58.0,340.0,123.0,50.0,9.73,15.04,22.23,9.0,17.0,26.0,689.0,513.0,513.0,5.0,9.08,8.83,8.48,47.61,47.61,45.77
PHI,2022,PHI,PHI,Team Level,5on4,81,0.83,0.83,0.8,21819.0,268.74,31.87,24.1,58.82,9.05,166.73,87.44,28.77,31.87,28.77,268.0,110.0,141.0,519.0,32.0,26.0,4.0,54.0,13.0,144.0,109.0,236.0,346.0,14.0,28.0,181.0,33.0,22.0,44.0,276.0,61.0,41.0,6.82,7.38,17.65,10.0,6.0,16.0,519.0,378.0,378.0,3.0,6.12,6.82,6.82,31.16,31.16,29.04,68.59,6.75,3.42,9.57,2.2,21.42,48.65,6.58,6.75,6.58,78.0,14.0,17.0,109.0,5.0,4.0,0.0,4.0,2.0,14.0,63.0,73.0,87.0,10.0,22.0,202.0,72.0,62.0,39.0,67.0,14.0,11.0,1.98,1.85,2.92,2.0,1.0,2.0,109.0,92.0,92.0,35.0,0.79,0.72,0.72,6.82,6.82,6.72
CGY,2022,CGY,CGY,Team Level,other,82,0.49,0.5,0.49,9412.0,135.81,30.17,9.17,23.83,4.38,70.64,50.81,27.77,30.17,27.77,131.0,58.0,67.0,256.0,19.0,9.0,0.0,23.0,7.0,56.0,75.0,112.0,170.0,14.0,32.0,111.0,39.0,24.0,26.0,93.0,56.0,40.0,3.72,6.82,19.64,2.0,5.0,12.0,256.0,189.0,189.0,13.0,2.6,3.14,3.14,29.63,29.63,28.05,147.38,31.4,10.36,25.56,4.77,74.27,51.64,29.09,31.4,29.09,145.0,53.0,57.0,255.0,31.0,14.0,6.0,20.0,6.0,65.0,62.0,114.0,167.0,6.0,12.0,141.0,28.0,19.0,28.0,90.0,64.0,44.0,3.8,8.12,19.49,6.0,8.0,17.0,255.0,198.0,198.0,10.0,3.09,4.52,4.52,29.97,29.97,28.11
CGY,2022,CGY,CGY,Team Level,all,82,0.54,0.57,0.56,299918.0,2972.44,278.2,201.51,696.2,99.22,1628.06,1211.81,267.91,278.96,268.67,2949.0,1166.0,1412.0,5527.0,258.0,281.0,42.0,710.0,70.0,1202.0,1594.0,2691.0,3857.0,309.0,687.0,2531.0,1981.0,624.0,717.0,3056.0,766.0,293.0,85.01,93.58,99.62,79.0,92.0,87.0,5551.19,4115.0,4132.21,364.0,44.43,56.89,56.89,265.73,266.51,260.99,2321.39,238.84,159.06,531.61,76.22,1238.58,924.7,228.46,239.91,229.48,2243.0,926.0,1024.0,4193.0,247.0,211.0,34.0,536.0,101.0,892.0,1182.0,1996.0,2922.0,297.0,651.0,2496.0,1758.0,642.0,835.0,2234.0,677.0,258.0,67.75,83.68,87.4,84.0,85.0,78.0,4200.45,3169.0,3178.11,462.0,35.46,44.59,44.65,229.64,230.5,224.88
CGY,2022,CGY,CGY,Team Level,5on5,82,0.55,0.57,0.57,239775.0,2327.88,192.77,149.24,571.06,77.8,1270.95,952.18,186.29,193.53,187.04,2290.0,924.0,1135.0,4349.0,182.0,226.0,33.0,585.0,48.0,923.0,1250.0,2108.0,3032.0,271.0,607.0,1943.0,1812.0,498.0,594.0,2440.0,583.0,191.0,68.84,71.22,52.71,71.0,74.0,37.0,4373.19,3214.0,3231.21,308.0,30.76,43.04,43.04,180.49,181.26,178.36,1771.01,159.77,116.06,426.98,58.5,942.38,719.32,154.22,160.85,155.25,1702.0,721.0,807.0,3230.0,169.0,167.0,26.0,426.0,77.0,664.0,920.0,1533.0,2254.0,270.0,597.0,1895.0,1617.0,550.0,687.0,1777.0,483.0,163.0,54.19,60.01,45.58,70.0,59.0,40.0,3237.45,2423.0,2432.11,401.0,24.07,33.64,33.95,149.89,150.74,148.55
CGY,2022,CGY,CGY,Team Level,4on5,82,0.22,0.23,0.26,25978.0,118.07,11.74,6.3,17.14,3.88,39.01,82.93,11.45,11.74,11.45,130.0,31.0,20.0,181.0,8.0,5.0,0.0,16.0,2.0,22.0,108.0,122.0,153.0,9.0,18.0,227.0,91.0,71.0,45.0,113.0,36.0,12.0,3.19,4.47,4.09,1.0,4.0,3.0,181.0,161.0,161.0,40.0,1.43,1.14,1.14,12.05,12.05,11.96,336.32,41.01,29.38,70.16,11.02,202.11,107.32,38.73,41.01,38.73,321.0,140.0,142.0,603.0,41.0,25.0,2.0,81.0,17.0,152.0,145.0,280.0,420.0,9.0,18.0,247.0,32.0,21.0,75.0,308.0,110.0,43.0,7.98,13.06,19.97,8.0,13.0,20.0,603.0,461.0,461.0,10.0,7.55,4.99,4.74,43.83,43.83,42.33
CGY,2022,CGY,CGY,Team Level,5on4,82,0.87,0.88,0.86,24753.0,390.68,43.51,36.8,84.16,13.18,247.46,125.88,42.41,43.51,42.41,398.0,153.0,190.0,741.0,49.0,41.0,9.0,86.0,13.0,201.0,161.0,349.0,502.0,15.0,30.0,250.0,39.0,31.0,52.0,410.0,91.0,50.0,9.27,11.07,23.18,5.0,9.0,35.0,741.0,551.0,551.0,3.0,9.64,9.58,9.58,43.57,43.57,42.6,66.68,6.65,3.26,8.9,1.94,19.82,46.43,6.41,6.65,6.41,75.0,12.0,18.0,105.0,6.0,5.0,0.0,9.0,1.0,11.0,55.0,69.0,81.0,12.0,24.0,213.0,81.0,52.0,45.0,59.0,20.0,8.0,1.79,2.5,2.36,0.0,5.0,1.0,105.0,87.0,87.0,41.0,0.76,1.44,1.44,5.97,5.97,5.89
NSH,2022,NSH,NSH,Team Level,other,80,0.51,0.53,0.55,11053.0,186.95,38.51,14.21,33.24,6.13,104.43,63.49,34.16,38.51,34.16,183.0,77.0,69.0,329.0,32.0,18.0,4.0,37.0,9.0,81.0,83.0,151.0,228.0,4.0,11.0,141.0,40.0,23.0,21.0,141.0,71.0,48.0,6.24,8.45,23.82,8.0,6.0,18.0,329.0,260.0,260.0,8.0,4.14,7.07,7.07,35.58,35.58,32.68,152.59,36.93,10.53,24.85,5.15,80.09,51.45,31.89,36.93,31.89,142.0,67.0,81.0,290.0,33.0,9.0,3.0,15.0,10.0,76.0,66.0,109.0,176.0,8.0,16.0,118.0,38.0,25.0,22.0,95.0,68.0,46.0,4.09,8.39,24.45,7.0,9.0,17.0,290.0,209.0,209.0,8.0,3.07,2.98,2.98,37.02,37.02,33.2
NSH,2022,NSH,NSH,Team Level,all,80,0.47,0.48,0.47,292057.0,2431.55,261.67,177.97,548.77,81.28,1356.06,953.24,246.52,262.76,247.56,2367.0,1012.0,1191.0,4570.0,216.0,240.0,44.0,524.0,82.0,1106.0,1212.0,2151.0,3163.0,311.0,729.0,2299.0,2212.0,568.0,663.0,2357.0,739.0,283.0,74.8,91.14,95.73,71.0,61.0,84.0,4589.71,3379.0,3396.0,368.0,39.81,55.72,55.72,245.77,246.68,238.35,2720.08,291.06,195.09,607.1,90.96,1502.25,1066.53,275.56,291.91,276.35,2671.0,1082.0,1292.0,5045.0,229.0,264.0,27.0,576.0,73.0,1198.0,1413.0,2442.0,3524.0,292.0,674.0,2107.0,1901.0,614.0,709.0,2597.0,849.0,307.0,80.9,103.73,106.43,62.0,93.0,74.0,5044.56,3753.0,3748.1,387.0,43.27,55.94,55.94,278.4,278.76,269.33
